87,103,6
87,158,1
87,228,9
87,238,225
87,305,7
87,326,5
87,378,1
88,101,4
88,146,32
88,265,7
89,359,19
89,451,1
89,535,3
90,185,2
91,112,12
91,222,1
91,420,5
91,563,2
91,593,25
92,218,3
92,252,102
92,367,24
93,305,2
93,342,10
93,543,14
95,260,1
96,307,117
96,573,15
97,383,117
98,376,15
98,500,39
100,604,5
101,104,16
101,146,158
101,263,1
102,256,95
102,423,20
103,238,51
103,596,4
104,146,117
105,135,2
105,388,7
105,400,4
106,162,20
106,431,3
107,174,12
107,195,4
107,589,7
107,606,15
108,366,8
108,470,9
109,183,1
109,232,30
109,380,3
109,393,3
109,601,1
110,197,20
110,247,44
110,572,59
111,483,6
112,113,626
112,516,3
112,520,15
113,147,20
113,365,11
113,480,3
114,405,4
114,439,148
114,535,4
115,187,18
115,604,38
116,147,193
116,464,12
117,403,1
118,253,8
118,370,8
119,247,7
119,337,8
119,452,120
120,121,44
121,147,35
121,368,43
121,487,43
122,399,52
123,524,2
124,292,2
124,360,123
125,270,2
125,464,96
126,329,54
126,548,102
127,488,20
129,141,2
129,284,1
129,513,25
129,576,1
130,424,5
130,564,8
130,581,39
131,336,6
131,548,43
132,419,1
133,442,14
134,450,2
135,136,50
135,250,6
135,400,8
136,250,189
136,400,23
137,138,12
137,584,3
138,225,47
138,393,56
139,344,13
140,238,7
140,326,21
141,178,44
141,513,2
141,605,19
142,174,2
142,352,13
143,444,3
143,509,226
144,176,4
144,218,2
144,374,24
144,453,15
144,501,2
145,189,22
145,268,13
145,462,1
145,559,12
146,479,6
147,196,8
147,218,1
147,308,1
147,326,7
147,394,2
147,464,1784
147,487,37
147,592,2
148,571,13
149,224,72
149,225,13
149,430,17
149,544,2
149,548,19
150,151,1
150,161,126
150,393,5
150,521,24
150,602,18
151,393,7
151,470,43
151,499,2
152,291,1
153,374,4
153,546,7
154,175,9
154,289,18
154,332,1
154,360,1
155,249,15
156,583,12
157,204,29
157,536,6
158,161,1
158,218,3
158,238,2
158,278,1
158,304,21
158,326,12
158,458,2
158,541,2
159,607,3
160,169,53
160,552,12
161,181,22
161,304,8
162,243,118
162,380,1
162,431,6
163,315,30
164,188,23
164,189,26
165,358,5
166,317,25
166,566,16
167,288,1
168,555,110
170,451,2
171,191,7
172,347,9
173,375,2
173,452,21
173,540,11
173,569,34
174,343,5
174,360,46
174,398,38
174,502,2
175,289,24
175,332,8
175,388,8
176,413,1
176,527,7
176,569,1
177,324,30
179,348,24
180,536,2
180,553,3
181,202,5
181,218,1
181,304,6
181,326,1
181,343,4
181,367,2
182,312,364
182,581,60
184,286,2
184,293,8
184,306,2
184,372,17
185,217,3
185,218,19
185,220,8
185,248,1
185,262,69
185,280,4
185,283,1
185,305,3
185,311,11
185,380,11
185,479,3
185,535,1
185,571,1
186,379,9
188,189,5
188,274,47
188,351,27
188,419,2
188,462,35
189,351,5
190,606,1
191,405,11
192,469,8
193,259,1
194,312,8
195,284,7
195,480,7
195,513,40
195,589,23
196,380,2
196,522,6
197,247,245
199,290,4
200,330,1
200,429,13
201,229,31
202,514,8
202,522,3
202,567,27
203,365,4
203,579,7
205,334,1
205,559,1
206,222,26
207,425,61
207,441,34
208,296,4
208,416,2
208,531,2
209,506,21
209,536,8
210,308,19
210,455,23
210,461,4
210,528,3
211,446,11
211,606,4
212,268,38
212,536,1
212,604,15
213,453,13
214,292,7
214,339,7
214,365,2
215,369,30
217,226,2
217,279,7
217,324,1
217,444,1
217,575,2
218,252,4
218,262,6
218,278,2
218,304,2
218,306,10
218,326,4
218,367,1
218,443,1
218,479,4
218,498,8
219,253,9
219,434,2
219,547,7
220,339,1
220,345,36
220,588,1
221,222,9
221,223,22
221,328,14
221,437,1
222,223,2
222,232,9
222,328,1
222,418,133
222,454,1
222,487,7
222,584,11
223,328,3
223,374,4
223,437,15
223,590,1
225,244,1
225,255,12
225,336,23
225,472,4
226,324,18
226,469,18
227,354,5
227,412,2
227,502,477
230,272,348
230,415,2
231,493,2866
232,380,3
232,393,19
232,593,4
233,278,2
233,366,11
233,462,3
234,355,21
234,465,16
234,532,1
235,361,3
236,398,2
236,502,4
237,508,12
238,326,53
239,464,388
239,574,56
240,278,22
240,308,8
241,322,2
241,385,32
241,424,3
241,467,1
241,472,22
241,607,18
242,263,4
242,346,6
245,389,864
246,306,40
246,355,1
247,413,379
247,572,3
248,249,148
248,303,71
248,571,19
250,340,3
250,382,21
250,400,9
250,442,14
251,554,13
252,367,1
253,434,17
253,547,19
254,264,22
254,421,9
255,512,1
256,423,78
257,291,6
257,445,2
258,553,6
259,260,50
261,319,6
262,322,10
262,472,7
262,540,1
263,346,17
266,586,1
267,313,6
267,544,19
268,564,134
269,363,8
271,485,45
272,335,62
273,285,1
273,435,3
275,292,7
275,309,34
275,466,6
275,468,12
276,482,107
277,406,7
278,304,23
278,326,2
278,443,1
278,568,21
280,533,34
281,323,1
282,505,1
283,345,2
283,413,2
283,566,5
284,589,9
285,300,4
285,417,1
285,435,44
285,540,28
285,593,2
286,293,2
286,376,6
287,529,69
288,432,12
289,360,32
291,326,2
291,393,27
291,418,33
292,452,70
293,428,11
294,489,3
295,341,1
295,401,5
296,545,30
297,403,5
297,547,1
298,343,3
299,343,2
300,417,1
300,435,9
301,318,12
301,479,10
301,493,31
302,413,33
303,414,3
303,426,7
303,464,6
303,519,2
303,593,21
303,595,10
304,326,1
305,543,5
306,481,3
306,607,4
308,384,29
309,468,104
310,562,11
311,337,1
311,572,1
313,491,9
313,544,24
314,456,7
314,511,2
315,389,38
315,408,41
316,561,3
317,545,186
318,493,282
320,390,2
320,407,2
321,436,8
321,444,12
321,539,4
321,590,7
322,471,3
322,472,14
323,510,2
325,377,48
326,367,34
326,529,25
326,563,3
327,357,18
328,437,27
329,393,2
329,414,1
329,544,69
329,548,125
331,578,1
332,360,40
333,374,5
334,525,35
334,559,6
334,566,5
335,342,3
335,506,7
336,393,13
336,512,21
337,445,10
338,474,2
340,449,186
341,401,70
343,398,15
343,463,1
343,500,10
344,512,7
345,513,6
345,533,7
345,588,31
350,585,19
351,419,27
352,607,4
353,367,1
355,370,4
355,465,30
357,390,34
357,596,7
358,497,7
362,431,2
364,451,2
364,542,2
366,601,2
367,494,4
367,574,4
369,522,3
369,599,10
371,513,8
373,458,200
373,585,2
374,549,3
375,452,1
376,500,4
378,541,55
378,583,1
380,393,107
380,431,18
380,487,19
380,593,1
381,505,18
382,407,17
382,418,1
382,478,10
382,508,143
382,561,72
386,412,3
387,399,15
388,448,106
389,563,3
391,482,1
393,544,1
394,606,2
396,519,49
396,522,12
396,577,1
397,544,1
397,592,7
398,502,7
399,484,21
402,481,10
402,556,38
402,599,7
405,421,4
405,429,1
405,535,3
407,461,31
407,528,9
409,491,88
414,519,23
417,526,6
422,433,4
423,557,12
424,581,1
425,441,66
425,477,6
427,598,19
429,490,54
434,547,9
438,604,2
440,580,8
440,587,1
442,594,15
444,509,42
447,507,23
448,460,11
449,450,37
450,518,1
452,569,93
453,501,40
456,511,4
456,539,41
461,528,28
464,510,14
465,576,22
466,468,9
470,582,55
471,472,3
473,538,1
478,561,17
479,522,2
479,552,19
480,513,1
486,522,6
487,563,5
491,550,1
496,517,148
498,574,4
503,540,1
503,543,97
504,590,3
506,560,16
512,553,6
512,570,4
516,530,2
518,540,113
521,602,1
523,557,9
525,545,14
534,603,27
536,537,1
540,543,1
540,558,2
549,596,1
551,560,22
561,606,1
